id,tweet,sentiment
1695,Great News for #Sat23rd #IrishWater Ireland is set for a lovely warm weekend #Right2Change #ge16,10
1696,Event kicking off with welcome from chair &amp; now an address from @Paschald to members of Dublin Central. #ge16,5
1697,Make mental health a priority in #GE16 #Ourstateofmind,6
1698,#GE16 5 yrs ago I said d only ting I wud hold FG acountble 4 is meaningful  political reform.  Economy will take credit of self. Epic fail.,1
1699,Muslim community invite politicians to pre-election debate in Dublin,5
1700,Champion?! My mother has arthritis @LorHiggins Labour cut fuel allowance removed phone allowance and increased prescription charges!\n#ge16,1
1701,I see a lot of #GE16 candidates exploiting the \public meeting\ poster loophole: potential lawmakers showing a lack of respect for the law.,1
1702,Enda: The fundamental and central question facing Irish people in #ge16 is: who can keep this recovery going? #fgaf16,5
1703,Shane Curran is not a confirmed #GE16 candidate in Roscommon-Galway &amp; I believe is unlikely to run. @pppolitics,5
1704,@EFFanning @irishexaminer if they want the rainbow they'll have to put up with the rain #GE16,4
1705,season of FALSE PROMISES &amp; BULLS--T &amp; a game played by all the big Political parties so that after #GE16 they still rule.NOT THIS TIME #vinb,0
1706,Out on the campaign trail with @EricByrneTD and crew in Rialto Cottages today. #GE16 #DubSC,6
1707,"Shouldn't Michael Lowry relish the prospect of a criminal trial before a jury of his peers, if twelve such could be found anywhere?\n#GE16",2
1708,"Looked at PP's #GE16 section.\nThey roughly predict;\nFG 58\nFF 32\nSF 24\nLab 10\n\Others\ 34\n\n80 needed for overall majority, FG/Lab miles away",5
1709,@JJCONeill @EFFanning She has copped on that criticising SF is a guaranteed way of getting air play in the run up to @GE16.,3
1710,"Do anyone trust Fianna Fail with another bank? Pls tell them we own the banks regualte them, nationalise themcorksredfm#ge2016#arffheis",2
1711,Hi @fiannafailparty I might be wrong but are none of your #Wexford candidates on Twitter? #GE16,5
1712,Dont get caught in the #rattrap #novote for #FF #FG and #Labour #GE16 #getoutandvote #therebellion #theraising,3
1713,"I know Leo's anxious for Enda to step aside, but the cartridge was a bit much. #fgaf16 #GE16 #vinb",2
1714,"Politics 2015: The good, the bad and the ugly' Read part 1 of @MichealLehane's #ge16 series",4
1715,So @FineGael are burning more money on pre election election adverts. New Politics? #GE16 @ElaineByrn,2
1716,Delighted to have the support of Seamus Prendergast #ge16  #fiannafail ,10
1717,Eating Cadbury's and thinking feck Enda's recovery and stability maybe I should vote #purple #Jan23 #Right2Change,8
1718,Not long now :) #GE16,9
1719,@oisinskelly why start something which we have never done - good luck with your couple of TDs in the corner shouting but no solutions #GE16,2
1720,Stolen from fb #endakenny #ge16 #ff @SevenO2 @berniequinn,5
1721,Hanafin\n#FF members have called on me to 'influence' policy @Independent_ie  \n#GE2016,5
1722,Is it true many of your #GE16 candidates can't get suppprters to leaflet drop (not to mind canvass) and are paying ppl to do it @Labou\u0155 ??,3
1723,@COTTAGEinEIRE @Independent_ie  Sweet jesas Ruairi Quinnochio signed a contract with students and raised fees the second labour got in #ge16,2
1724,Irish Election 2016:  Get ready to be hit by a digital deluge  via @IrishTimesOpEd,5
1725,Best of Luck to @SocDems as thay launch their #GE16 Manifesto today.,8
1726,Thank you for #RT @RENUAIreland appreciate the support #teamRENUA #GE16,9
1727,Lowry for @finegael justice minister! #moriarty tribubal,7
1728,.@StartStrongIrl also want to prevent access to good childcarers that don't reg through their system.  @BreakfastNT #ge16,3
1729,"It's so wrong it's obscene, immoral and scandalous.",0
1730,Labour have already shown their willingness to jump into bed with anyone.,2
1731,Is this there reason to be so smug #GE16 \n,3
1732,This is a real worry. FG all but confirm a deal with Lowry.,1
1733,How are #GE16 candidates using social media so far?,5
1734,"#twip If Irish Water has disappeared as an issue for this Election its a sure sign that People don't read their Bills.Mine will be \u20ac4,000pa.",3
1735,"RTE, under Prone, Savage et al, is the great washing machine of the Irish collective brain..but not for much longer. Roll on #ge16 #todaysor",2
1736,We invested \u20ac159.3m in roads in Donegal and are prioritising the N56 Dungloe to Glenties and N56 Mountcharles to Inver Road #GE16,6
1737,Profile: Minister will keep his seat in Laois - @BreakfastNT predicts #GE16 ,5
1738,"It\u2019s only a matter of time before Sinn F\u00e9in is in government, says Adams #ge16",5
1739,"R\u00f3is\u00edn Shortall: This manifesto is a vision for the future,  not a pre-Budget submission. #ge16",6
1740,Interesting: Irish Facebook users to be reminded to register to vote,7
1741,Judging by what's being written our #media do #ge2016 RT @IzzyKamikaze: GOOD! Who wants 'em in government? \ud83d\ude02\ud83d\ude02\ud83d\ude02,4
1742,but don't our politicians look only lovely on their #NonElectionPosters #GE16,9
1743,"\@greentak: BETTING for #GE16\n the ' effecient market' speaking--and its migrane inducing. I mean, #FF/#FG..",2
1744,#FG has \u20ac3m to spend on #GE16 but not a penny on #Homeless #TrolleyCrisis etc #EndaOut #Shame #CorruptPolitics,1
1745,"The FG Auction has started in full swing. No USC 10K extra Garda, inherit tax. Media has duty to expose this rubbish. #socdems #GE16",1
1746,"@EMedSligo If Consultant F Hickey is correct, 1,750 deaths have needlessly occurred because of A&amp;E overcrowding in the past five years #GE16",3
1747,LIMERICK! SAT 23RD Talk to your TD training. Make #repealthe8th a red line for #GE16,6
1748,i.e. not all FGers have printed their pre-election \non-election posters\ yet. #GE16 decided by printers' schedule.,4
1749,How do @sinnfeinireland have their election posters up already? #GE16 #IrishElection #IRASinnFein #Criminality,4
1750,In #Lucan #Palmerstown #Clondalkin #Saggart #Brittas #Newcastle #Rathcoole @amomcnally is running #GE16 #socdems,5
1751,"#twip Latest #GE16 stunt from fg, abolition of USC, don't tell you the name of new tax to replace it.? ( #IW, #LPT, and ?)",2
1752,AAA-PBP running 31 candidates and believes 8 can win #Dail seats. Seven of 8 running in Dublin constituencies #ge16,5
1753,Enda Kenny 2011: \fine people working in this [health] service..enormous stress..system has strangled them\ #GE16,2
1754,Another reason to avoid the Indo #GE16,2
1755,Ads in national newspapers &amp; 30 billboards across the country isn't cheap. Yet @FineGael spending is outside the #ge16 spending limits.,2
1756,Gerry Adams launches Mary Lou McDonald\u2019s general election campaign,5
1757,Interview with Taoiseach @EndaKennyTD coming up on the #lstwrd with @cooper_m. #ge16,5
1758,Kathryn Reilly or @sinnfeinireland never did apologise or make any statement. #GE16 #Cavan #Monaghan,2
1759,Interesting notification I just got on my #Facebook timeline. Important though. Everyone should do this. #ge16,7
1760,@nessmul18  rather than a example of any party\u2019s own policies. #GE16,5
1761,Hope to see you at our stand later @jimmydeenihantd #ge16 #fgaf16 #askabouthousing,6
1762,Are we looking at a Euro collapse #EU #GE16 #irishwater #germany #Europe,5
1763,Make sure you are registered to vote. Check the register here  #GetOutAndVote #IndAll #GE2016,6
1764,Beautiful day canvassing in #Clonmel with @cllrmariemurphy @FineGael #GE16,9
1765,That's #FineGaelNess lots of inquiries no results #GE16,3
1766,Fund #sandrafay AAA Election Campaign  #ireland #generalelection #GE #Politics #fundingneeded #antiausterity,5
1767,Putting children at the forefront of election promises #GE16 #InvestInChildhood,6
1768,.@OgraFiannaFail AGM at #af16 - minutes of last meeting seen by me wants teaching in pleasure based sex ed! #ge16,5
1769,Get OFF The #MerryGoRound #Stop #Listen #Learn #GE16 Your Vote will Make a Change @ReadaCronin #KildareNorth #VoteSinnFein #Working4U,7
1770,Between our 2 Health &amp; Children Comm hope to be able to pop over to @ISPCCChildline #InvestinChildhood #ge16 launch,6
1771,"All welcome to my #GE16 Campaign launch this Sunday at @TaraHotel, Killybegs #donegal! Guest speakers will be @ClareDalyTD and @wallacemick",7
1772,@AshAshling Thank you for the follow Ashling Good luck in #GE16 Regards Yvonne #Jan23,8
1773,"The #D\u00e1il is back, judging by the mood it looks like FF,FG and Labour are going to do very well in #GE16. SF+Others look beaten already.",5
1774,#dubw \n@MaryLouMcDonald at packed launch of @loreillysf @sinnfeinireland #GE16 in Dublin Fingal.,5
1775,In fairness she was probably put up to it by a Taoiseach too cowardly to do his own dirty work.,0
1776,Can't vote in the Irish General Election from the US... I just assumed there'd be a system in place for it.,3
1777,What would it be like to live in a country where the most vulnerable people trusted the govt and felt they were doing their best?  #ge16,2
1778,Micheal Martin on the ropes on @thisweekrte when asked about coalition with @FineGael. #GE16,5
1779,#Apple corporation to fight paying broke Ireland tax owed  #GE16 #marian #Jan23 #right2water,2
1780,Don Baker entertaining the large crowd at @MaryLouMcDonald Election Launch  @sinnfeinireland #TeamMaryLou #GE16,8
1781,"@EndaKennyTD on Property Tax, 1994: \It is morally unjust and unfair to tax a person's home.\ #GE16",2
1782,Michael Ring 2011: \and I honestly believe that we're going to have an overall majority\ #GE16  #vinb,3
1783,"Attending @MigrantRightsIR pre-election event. Key issues; immigration reform, access to education, proper wages/job, family &amp; health. #ge16",5
1784,"@gavreilly agree but FG in their present political leanings would have been lined up &amp; shot as traitors, they crushed vulnerable ppl #ge16",1
1785,#ABI #TBI #Ireland2016 #Ireland #UnitedNations please support 2016 Election Pledge campaign for survivors of sABI,6
1786,Worthless advice from a bookie's runner. \n#Marian #GE16 @Labour,2
1787,@LorHiggins @Hippoclides @PaidiCole @EricByrneTD @labour @labourwomen Please tell me it's a Henry St knockoff ?,3
1788,#MyHomelessFamily was all caused by FG-Lab/RNU policy of selling thousands of NAMA property cheaply to vulture funds. Remember this in #GE16,1
1789,@Simonablake @TheUSI plenty more to come! #GE16,8
1790,"Don't let spin fool you. You have a choice. Check the register, make sure you have a vote. Stop the coronation #ge16",4
1791,We're making equality in education an election issue! Today we're  launching our  campaign to get Ireland talking...,6
1792,@AlexWhiteTD @PatKennyNT 53% say no. That clears that up so. #GE16,4
1793,The army is running out of steam! Time for coffee! #GE16 @GeorgeHiggins82 @Martinablake15,4
1794,Find out what happened when the Feminists landed at the recent FiannaFail Ard Fheis! #GE16 #fun&amp;frolics ,8
1795,BALTIC canvass in Ellenborough this evening with firm support &amp; some undecided -all to play for #GE16,6
1796,Just three FF TDs in favour of changes to country's abortion laws. #af16 #GE16,4
1797,#Right2Water #Jan23 #Carlow #Kilkenny #GE16 please RT,6
1798,Irish economic recovery is made-up blarney says influential New York Times op-ed    #GE16,4
1799,for anyone who wants to see who in their constituency has pledged to #repealthe8th coming up to #GE2016,5
1800,Will Ireland\u2019s General Election 2016 be fought and won on Facebook?   #ge16 #ge2016,5
1801,What are the implications of the USC plans ahead of #GE16? I asked @justin_doran of @economicsucc. LISTEN:,5
1802,Too busy. . ..election on way ffs,3
1803,I hope the people of Tipperary remember the prick that stands over all this in #ge16 @alankellylabour #MyHomelessFamily #cblive #vinb,1
1804,"Michael Ring 2009: \And they're there too long. Look at them in the D\u00e1il, they're dreary, they're reary\ #GE16",2
1805,Hope he has not been let go on his own. We could end up leaving with UK #GE16 #socdems,3
1806,Undecideds will shape next government. They want candidates who can deliver change from the status quo. Vote #IndAll,8
1807,General Election Campaign Video By Deputy Clare Daly TD &amp; Cllr Barry Martin  via @YouTube #GE16 #ClareDaly,5
1808,Wet and windy indeed! #GE16,4
1809,Advance notice from Joan Burton on the front of Monday's Irish Times that Labour election promises are worthless...,3
1810,Martin McGuinness is a modern day Padraig Pearse #jointherising \n#ge16 #votesinnfein,9
1811,#DirDemNCM Alan Lawes Meath West #GE16,5
1812,#finegael you won't get my vote..,2
1813,"Read #CorkNC candidate, Oliver Moran, calling for a referendum on #Right2Housing at the Green Party convention #GE16",5
1814,I agree - the @SocialistParty of Ireland probably doesn't stand a chance in the US presidential election. #Rev16,4
1815,Nice to see Dub 15 featuring in today's @SunTimesIreland showing @IndepAlliance Independents Reception #Dubw #GE16,8
1816,#GE16 Still Loading.,2
1817,Sean Penn to chair TV3's leaders debate. \n\nEnda can run but he can't hide. \n\n#vinb #GE16,3
